dataset_source,dataset_version,concept_type,source_domain,external_skill_id,preferred_name,category,description,mapping_status
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Sampson Data Pattern Index software,Sampson Data Pattern Index software,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|SAND,SAND,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|SAP Adaptive Server Enterprise,SAP Adaptive Server Enterprise,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.e|SAP Business Intelligence,SAP Business Intelligence,Data base reporting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|SAP Business Objects,SAP Business Objects,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|SAP BusinessObjects Data Integrator,SAP BusinessObjects Data Integrator,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|SAP BusinessObjects Desktop Intelligence,SAP BusinessObjects Desktop Intelligence,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|SAP Concur,SAP Concur,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.e|SAP Crystal Reports,SAP Crystal Reports,Data base reporting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|SAP ERP,SAP ERP,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|SAP ERP Human Capital Management,SAP ERP Human Capital Management,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|SAP IQ,SAP IQ,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|SAP Master Data Management MDM,SAP Master Data Management MDM,Metadata management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|SAP NetWeaver,SAP NetWeaver,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|SAP NetWeaver BW,SAP NetWeaver BW,Data mining software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|SAP NetWeaver BW,SAP NetWeaver BW,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|SAP PowerBuilder,SAP PowerBuilder,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|SAP PowerDesigner,SAP PowerDesigner,Metadata management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|SAP Replication Server,SAP Replication Server,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|SAP software,SAP software,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|SAS,SAS,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|SAS Data Integration Server,SAS Data Integration Server,Metadata management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|SAS Data Integration Studio,SAS Data Integration Studio,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Satori Paint,Satori Paint,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Sawtooth Choice-Base Conjoint CBS,Sawtooth Choice-Base Conjoint CBS,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Sawtooth Composite Product Mapping CPM,Sawtooth Composite Product Mapping CPM,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.k|Sawtooth SSI Web,Sawtooth SSI Web,Desktop publishing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Scala,Scala,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.15.d|ScanSoft Naturally Speaking,ScanSoft Naturally Speaking,Voice recognition software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.j|Scantron imaging software,Scantron imaging software,Optical character reader OCR or scanning software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.h|Scheduling software,Scheduling software,Calendar and scheduling software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Schematic design entry software,Schematic design entry software,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Scheme,Scheme,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.8.b|Science educational software,Science educational software,Computer based training software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Scikit-learn,Scikit-learn,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|SciPy,SciPy,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Screaming Frog SEO Spider,Screaming Frog SEO Spider,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.15.c|Screen magnification software,Screen magnification software,Device drivers or system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.15.c|Screen reader software,Screen reader software,Device drivers or system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|Screencast-O-Matic,Screencast-O-Matic,Video creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|Screencastify,Screencastify,Video creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|Scriptella,Scriptella,Metadata management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.m|Searchmetrics Suite,Searchmetrics Suite,Business intelligence and data analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Secure internet filtering software,Secure internet filtering software,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.b|Secure shell SSH software,Secure shell SSH software,Desktop communications software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Security assertion markup language SAML,Security assertion markup language SAML,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.b|Security incident management software,Security incident management software,Network security or virtual private network VPN management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Security risk assessment software,Security risk assessment software,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Security testing software,Security testing software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Selenium,Selenium,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Semrush,Semrush,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Sendouts Recruiting,Sendouts Recruiting,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|SentryOne SQL Sentry,SentryOne SQL Sentry,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|seoClarity,seoClarity,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Serif DrawPlus,Serif DrawPlus,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|ServiceNow,ServiceNow,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Shell script,Shell script,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Shiny,Shiny,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Side Effects Software Houdini,Side Effects Software Houdini,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|SideFX Houdini,SideFX Houdini,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Siemens ModelSim,Siemens ModelSim,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Siemens Soarian Financials,Siemens Soarian Financials,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.h|Siemens Soarian Scheduling,Siemens Soarian Scheduling,Calendar and scheduling software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Siemens UGS Jack,Siemens UGS Jack,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Sigmetrix CETOL 6 Sigma,Sigmetrix CETOL 6 Sigma,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Signal integrity simulation software,Signal integrity simulation software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|SignCAD Systems SignCAD,SignCAD Systems SignCAD,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Silk Road technology OpenHire,Silk Road technology OpenHire,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Simple API for XML SAX,Simple API for XML SAX,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Simulation program with integrated circuit emphasis SPICE,Simulation program with integrated circuit emphasis SPICE,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.a|Single sign-on SSO,Single sign-on SSO,Authentication server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.e|SiSense Prism,SiSense Prism,Data base reporting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.a|Sitecore CMS,Sitecore CMS,Content workflow software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|sK1,sK1,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Skencil,Skencil,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|SKM Systems Analysis Power Tools,SKM Systems Analysis Power Tools,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.b|Skype,Skype,Desktop communications software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.i|Slack,Slack,Cloud-based data access and sharing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.c|Slido interaction software,Slido interaction software,Network conferencing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Smalltalk,Smalltalk,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.j|Smart card management software,Smart card management software,Point of sale POS software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|SmithMicro Anime Studio,SmithMicro Anime Studio,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|SmithMicro Manga Studio,SmithMicro Manga Studio,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|SmithMicro SoftwarePoser,SmithMicro SoftwarePoser,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|SMSi Twister Data Integrator,SMSi Twister Data Integrator,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|SmugMug Flickr,SmugMug Flickr,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Sniffer Investigator,Sniffer Investigator,Network monitoring software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Snort,Snort,Network monitoring software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|Snowflake,Snowflake,Data mining software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|SOAPware EMR,SOAPware EMR,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.g|Social media sites,Social media sites,Web page creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.8.b|Social studies educational software,Social studies educational software,Computer based training software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.b|SoftMed ChartLocater,SoftMed ChartLocater,Document management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.e|SoftMed ChartRelease,SoftMed ChartRelease,Data base reporting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.b|SoftMed ChartReserve,SoftMed ChartReserve,Document management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Softrax Revenue Management,Softrax Revenue Management,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.i|Software as a service SaaS,Software as a service SaaS,Cloud-based data access and sharing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Software asset management SAM software,Software asset management SAM software,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Software development tools,Software development tools,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.c|Software distribution management software,Software distribution management software,Administration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.a|Software distribution software,Software distribution software,Configuration management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Software libraries,Software libraries,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.e|SolarWinds,SolarWinds,Cloud-based protection or security software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|solidThinking,solidThinking,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|SolidWorks COSMOSWorks,SolidWorks COSMOSWorks,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Solutions Technology & Software HR Premier,Solutions Technology & Software HR Premier,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|SonarQube,SonarQube,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Source code editor software,Source code editor software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|spaCy,spaCy,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.8.b|Special education educational software,Special education educational software,Computer based training software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|SpectraQuest,SpectraQuest,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.h|SpectraSoft AppointmentsCS,SpectraSoft AppointmentsCS,Calendar and scheduling software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.15.d|Speech recognition software,Speech recognition software,Voice recognition software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.e|Splunk Enterprise,Splunk Enterprise,Cloud-based management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.17.a|Splunk Enterprise,Splunk Enterprise,Enterprise system management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|SplutterFish Brazil,SplutterFish Brazil,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.a|Spring Boot,Spring Boot,Application server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Spring Framework,Spring Framework,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.b|Stac Software ReachOut,Stac Software ReachOut,Desktop communications software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Stack smashing protection SSP software,Stack smashing protection SSP software,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Staffing Solutions Enterprises Staff Matrix,Staffing Solutions Enterprises Staff Matrix,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|StaffingSoft Staffing Edition,StaffingSoft Staffing Edition,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Star Software Fixed Asset Depreciation,Star Software Fixed Asset Depreciation,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Star Software Materiality Calculator,Star Software Materiality Calculator,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|STAT! Systems QD Clinical,STAT! Systems QD Clinical,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|StataCorp Stata,StataCorp Stata,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|StatCom Patient Flow Logistics Enterprise Suite,StatCom Patient Flow Logistics Enterprise Suite,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Statgraphics,Statgraphics,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Static analysis software,Static analysis software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Statistical energy analysis SEA software,Statistical energy analysis SEA software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Statistical software,Statistical software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|StatPac,StatPac,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.12.f|Storage area network SAN software,Storage area network SAN software,Storage networking software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.15.f|Storage management software,Storage management software,Backup or archival software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Stormwater hydrology software,Stormwater hydrology software,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Stratasys FDM MedModeler,Stratasys FDM MedModeler,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Stress testing software,Stress testing software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|String oriented symbolic language SNOBOL,String oriented symbolic language SNOBOL,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Structure prediction software,Structure prediction software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Structured query language SQL,Structured query language SQL,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Structured Query Report SQR,Structured Query Report SQR,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Summit Software Summit Biofuels Accounting,Summit Software Summit Biofuels Accounting,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Sun Microsystems Java,Sun Microsystems Java,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Sun Microsystems Java Persistence API,Sun Microsystems Java Persistence API,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.l|Sun Microsystems Sun ONE,Sun Microsystems Sun ONE,Transaction server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Sunflow Render System,Sunflow Render System,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.g|Supervisory control and data acquisition SCADA software,Supervisory control and data acquisition SCADA software,Industrial control software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.d|Supply chain capacity planning software,Supply chain capacity planning software,Materials requirements planning logistics and supply chain software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Survey software,Survey software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Swift,Swift,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Symantec Blue Coat Data Loss Prevention,Symantec Blue Coat Data Loss Prevention,Network monitoring software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Symantec Endpoint Protection,Symantec Endpoint Protection,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.b|Symantec pcAnywhere,Symantec pcAnywhere,Desktop communications software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Symantec Visual Cafe,Symantec Visual Cafe,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.12.a|Symark PowerBroker,Symark PowerBroker,Access software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|SynaMed EMR,SynaMed EMR,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.e|Synapse Adaptive Connect Outloud,Synapse Adaptive Connect Outloud,Internet browser software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Sync Essentials Trade Accountant,Sync Essentials Trade Accountant,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Synopsys Design Compiler,Synopsys Design Compiler,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Synopsys PrimeTime,Synopsys PrimeTime,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.15.f|System and data disaster recovery software,System and data disaster recovery software,Backup or archival software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|System testing software,System testing software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Systems analysis programs for hands on integrated reliability evaluation software SAPHIRE,Systems analysis programs for hands on integrated reliability evaluation software SAPHIRE,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.a|Systems and application deployment and migration software,Systems and application deployment and migration software,Configuration management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.15.f|Systems and data disaster recovery software,Systems and data disaster recovery software,Backup or archival software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.m|Tableau,Tableau,Business intelligence and data analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.a|Tactile graphic production kits software,Tactile graphic production kits software,Pattern design software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Talend Big Data Integration,Talend Big Data Integration,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|Talend Data Fabric,Talend Data Fabric,Metadata management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|Talend Open Studio,Talend Open Studio,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|TalendForge,TalendForge,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Talent Technology HireDesk,Talent Technology HireDesk,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Talent Technology Resume Mirror,Talent Technology Resume Mirror,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Talent Technology Talemetry,Talent Technology Talemetry,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|TalentHook,TalentHook,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.17.a|Tanium software,Tanium software,Enterprise system management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Task analysis software,Task analysis software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.e|Tax compliance property tax management software,Tax compliance property tax management software,Compliance software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Tax software,Tax software,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Tcpdump,Tcpdump,Network monitoring software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.c|TechExcel ServiceWise,TechExcel ServiceWise,Customer relationship management CRM software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Technomedia Hodes iQ,Technomedia Hodes iQ,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|TechSmith Camtasia,TechSmith Camtasia,Video creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Tektronix EZ-TEST,Tektronix EZ-TEST,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|TempWorks recruiting and staffing software,TempWorks recruiting and staffing software,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Tenable Nessus,Tenable Nessus,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|TensorFlow,TensorFlow,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Teradata Active Enterprise Data Warehouse,Teradata Active Enterprise Data Warehouse,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Teradata BTEQ,Teradata BTEQ,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Teradata Database,Teradata Database,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.b|Teradata FastExport,Teradata FastExport,Document management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|Teradata FastLoad,Teradata FastLoad,Data mining software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|Teradata Parallel Transporter,Teradata Parallel Transporter,Data mining software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|Teradata Tpump,Teradata Tpump,Data mining software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Test automation software,Test automation software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Test data generator software,Test data generator software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Test design software,Test design software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Test implementation software,Test implementation software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Texas Medical Software SpringCharts EMR,Texas Medical Software SpringCharts EMR,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.8.b|Text reader software,Text reader software,Computer based training software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.j|Text scanning software,Text scanning software,Optical character reader OCR or scanning software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.8.b|Text to speech software,Text to speech software,Computer based training software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.e|The Gordian Group PROGEN Online,The Gordian Group PROGEN Online,Project management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|The MathWorks MATLAB,The MathWorks MATLAB,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Thomson Creative Solutions Engagement CS,Thomson Creative Solutions Engagement CS,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Thomson Creative Solutions Financial Analysis CS,Thomson Creative Solutions Financial Analysis CS,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Thomson Dialog,Thomson Dialog,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.h|Thomson Financial Investext,Thomson Financial Investext,Information retrieval or search software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|Thomson GoSystem Tax,Thomson GoSystem Tax,Tax preparation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Thomson PPC e-Tools Suite,Thomson PPC e-Tools Suite,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.o|Thomson Reuters Risk Management,Thomson Reuters Risk Management,Risk management data and analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Three-dimensional graphics software,Three-dimensional graphics software,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Three-dimensional simulation translation software,Three-dimensional simulation translation software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.m|TIBCO Spotfire,TIBCO Spotfire,Business intelligence and data analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|TikTok,TikTok,Video creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Time and motion analysis software,Time and motion analysis software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.i|Time sharing option TSO software,Time sharing option TSO software,Compiler and decompiler software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|TimeValue software,TimeValue software,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|TNS MarketWhys,TNS MarketWhys,Analytical or scientific software,,pending
