career_name,onet_soc_code,onet_title,source_domain,concept_type,external_skill_id,technology_name,software_category_id,software_category_name,hot_technology,in_demand,score_eligible
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.1.p|Microsoft Visio,Microsoft Visio,2.E.1.p,Process mapping and design software,Y,Y,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|Microsoft Visual Basic,Microsoft Visual Basic,2.E.7.b,Development environment software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|Microsoft Visual Basic for Applications VBA,Microsoft Visual Basic for Applications VBA,2.E.7.b,Development environment software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|Microsoft Visual Basic Scripting Edition VBScript,Microsoft Visual Basic Scripting Edition VBScript,2.E.7.b,Development environment software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|Microsoft Visual Studio,Microsoft Visual Studio,2.E.7.b,Development environment software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.13.c|Microsoft Windows,Microsoft Windows,2.E.13.c,Operating system software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.4.d|Microsoft Word,Microsoft Word,2.E.4.d,Word processing software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.m|MicroStrategy,MicroStrategy,2.E.6.m,Business intelligence and data analysis software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.9.d|Minitab,Minitab,2.E.9.d,Analytical or scientific software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.d|MongoDB,MongoDB,2.E.6.d,Data base management system software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.f|MySQL,MySQL,2.E.6.f,Data base user interface and query software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.11.a|Nagios,Nagios,2.E.11.a,Network monitoring software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.b|NetSuite ERP,NetSuite ERP,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Node.js,Node.js,2.E.7.h,Web platform development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.14.d|NortonLifeLock cybersecurity software,NortonLifeLock cybersecurity software,2.E.14.d,Transaction security and virus protection software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.d|NoSQL,NoSQL,2.E.6.d,Data base management system software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.b|Oracle Agile Product Lifecycle Management PLM,Oracle Agile Product Lifecycle Management PLM,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.m|Oracle Business Intelligence Enterprise Edition,Oracle Business Intelligence Enterprise Edition,2.E.6.m,Business intelligence and data analysis software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.b|Oracle Business Intelligence Publisher,Oracle Business Intelligence Publisher,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.f|Oracle Database,Oracle Database,2.E.6.f,Data base user interface and query software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.d|Oracle E-Business Suite Financials,Oracle E-Business Suite Financials,2.E.2.d,Financial analysis software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.c|Oracle Eloqua,Oracle Eloqua,2.E.6.c,Customer relationship management CRM software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.b|Oracle Fusion Applications,Oracle Fusion Applications,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.b|Oracle Hyperion,Oracle Hyperion,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.e|Oracle Java,Oracle Java,2.E.7.e,Object or component oriented development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Oracle JavaServer Pages JSP,Oracle JavaServer Pages JSP,2.E.7.h,Web platform development software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.b|Oracle JD Edwards EnterpriseOne,Oracle JD Edwards EnterpriseOne,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.f|Oracle JDBC,Oracle JDBC,2.E.6.f,Data base user interface and query software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.b|Oracle PeopleSoft,Oracle PeopleSoft,2.E.2.b,Enterprise resource planning ERP software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.b|Oracle PeopleSoft Financials,Oracle PeopleSoft Financials,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.d|Oracle PL/SQL,Oracle PL/SQL,2.E.6.d,Data base management system software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.1.e|Oracle Primavera Enterprise Project Portfolio Management,Oracle Primavera Enterprise Project Portfolio Management,2.E.1.e,Project management software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.13.c|Oracle Solaris,Oracle Solaris,2.E.13.c,Operating system software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.1.c|Oracle Taleo,Oracle Taleo,2.E.1.c,Human resources software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.10.a|Oracle WebLogic Server,Oracle WebLogic Server,2.E.10.a,Application server software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.a|Perforce Helix software,Perforce Helix software,2.E.7.a,Configuration management software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.e|Perl,Perl,2.E.7.e,Object or component oriented development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|PHP,PHP,2.E.7.h,Web platform development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.j|PostgreSQL,PostgreSQL,2.E.6.j,Object oriented data base management software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.a|Puppet,Puppet,2.E.7.a,Configuration management software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.e|Python,Python,2.E.7.e,Object or component oriented development software,Y,Y,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.m|Qlik Tech QlikView,Qlik Tech QlikView,2.E.6.m,Business intelligence and data analysis software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.i|Quest Erwin Data Modeler,Quest Erwin Data Modeler,2.E.6.i,Metadata management software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.e|R,R,2.E.7.e,Object or component oriented development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.13.c|Red Hat Enterprise Linux,Red Hat Enterprise Linux,2.E.13.c,Operating system software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.10.a|Red Hat WildFly,Red Hat WildFly,2.E.10.a,Application server software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.d|Relational database management software,Relational database management software,2.E.6.d,Data base management system software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|Ruby,Ruby,2.E.7.b,Development environment software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Ruby on Rails,Ruby on Rails,2.E.7.h,Web platform development software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.a|Sage 50 Accounting,Sage 50 Accounting,2.E.2.a,Accounting software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.c|Salesforce software,Salesforce software,2.E.6.c,Customer relationship management CRM software,Y,Y,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.d|Salesforce Visualforce,Salesforce Visualforce,2.E.7.d,Graphical user interface development software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.b|SAP Business Objects,SAP Business Objects,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.e|SAP Crystal Reports,SAP Crystal Reports,2.E.6.e,Data base reporting software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.b|SAP software,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.9.d|SAS,SAS,2.E.9.d,Analytical or scientific software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.e|Scala,Scala,2.E.7.e,Object or component oriented development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.4.c|Screencastify,Screencastify,2.E.4.c,Video creation and editing software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.f|Selenium,Selenium,2.E.7.f,Program testing software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.13.c|Shell script,Shell script,2.E.13.c,Operating system software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.10.b|Skype,Skype,2.E.10.b,Desktop communications software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.16.c|Slido interaction software,Slido interaction software,2.E.16.c,Network conferencing software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.4.b|SmugMug Flickr,SmugMug Flickr,2.E.4.b,Graphics or photo imaging software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.11.e|Splunk Enterprise,Splunk Enterprise,2.E.11.e,Cloud-based management software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Spring Framework,Spring Framework,2.E.7.h,Web platform development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.9.d|StataCorp Stata,StataCorp Stata,2.E.9.d,Analytical or scientific software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.f|Structured query language SQL,Structured query language SQL,2.E.6.f,Data base user interface and query software,Y,Y,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.9.g|Supervisory control and data acquisition SCADA software,Supervisory control and data acquisition SCADA software,2.E.9.g,Industrial control software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.e|Swift,Swift,2.E.7.e,Object or component oriented development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.m|Tableau,Tableau,2.E.6.m,Business intelligence and data analysis software,Y,Y,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.a|Tax software,Tax software,2.E.2.a,Accounting software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.d|Teradata Database,Teradata Database,2.E.6.d,Data base management system software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.9.d|The MathWorks MATLAB,The MathWorks MATLAB,2.E.9.d,Analytical or scientific software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.f|Transact-SQL,Transact-SQL,2.E.6.f,Data base user interface and query software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.4.b|Trimble SketchUp Pro,Trimble SketchUp Pro,2.E.4.b,Graphics or photo imaging software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.13.c|Ubuntu,Ubuntu,2.E.13.c,Operating system software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.g|Unified modeling language UML,Unified modeling language UML,2.E.7.g,Requirements analysis and system architecture software,N,N,true
