canonical_key,alias,source_name,source_version,source_external_id,alias_basis
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,using an interface specific to the application,ESCO,1.2.1,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,designing electrical systems,ESCO,1.2.1,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,draw electrical systems,ESCO,1.2.1,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,drawing electrical systems,ESCO,1.2.1,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,electrical system designing,ESCO,1.2.1,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,electrical system drawing,ESCO,1.2.1,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,electrical systems designing,ESCO,1.2.1,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,electrical systems drawing,ESCO,1.2.1,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/0550431f-9c8b-4204-9c45-59bc5feacf06,a continuous improvement philosophy,ESCO,1.2.1,http://data.europa.eu/esco/skill/0550431f-9c8b-4204-9c45-59bc5feacf06,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/0550431f-9c8b-4204-9c45-59bc5feacf06,continuous improvement philosophy,ESCO,1.2.1,http://data.europa.eu/esco/skill/0550431f-9c8b-4204-9c45-59bc5feacf06,esco_alternative_label
