source_key,dataset_source,dataset_version,concept_type,source_domain,external_skill_id,preferred_name,normalized_name,category,description,alt_labels
O*NET Database|onet_software_skills|2.E.6.m|Searchmetrics Suite,O*NET Database,31.0,technology,onet_software_skills,2.E.6.m|Searchmetrics Suite,Searchmetrics Suite,searchmetrics suite,Business intelligence and data analysis software,,
O*NET Database|onet_software_skills|2.E.14.d|Secure internet filtering software,O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Secure internet filtering software,Secure internet filtering software,secure internet filtering software,Transaction security and virus protection software,,
O*NET Database|onet_software_skills|2.E.10.b|Secure shell SSH software,O*NET Database,31.0,technology,onet_software_skills,2.E.10.b|Secure shell SSH software,Secure shell SSH software,secure shell ssh software,Desktop communications software,,
O*NET Database|onet_software_skills|2.E.7.h|Security assertion markup language SAML,O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Security assertion markup language SAML,Security assertion markup language SAML,security assertion markup language saml,Web platform development software,,
O*NET Database|onet_software_skills|2.E.14.b|Security incident management software,O*NET Database,31.0,technology,onet_software_skills,2.E.14.b|Security incident management software,Security incident management software,security incident management software,Network security or virtual private network VPN management software,,
O*NET Database|onet_software_skills|2.E.14.d|Security risk assessment software,O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Security risk assessment software,Security risk assessment software,security risk assessment software,Transaction security and virus protection software,,
O*NET Database|onet_software_skills|2.E.7.f|Security testing software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Security testing software,Security testing software,security testing software,Program testing software,,
O*NET Database|onet_software_skills|2.E.7.f|Selenium,O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Selenium,Selenium,selenium,Program testing software,,
O*NET Database|onet_software_skills|2.E.7.h|Semrush,O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Semrush,Semrush,semrush,Web platform development software,,
O*NET Database|onet_software_skills|2.E.1.c|Sendouts Recruiting,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Sendouts Recruiting,Sendouts Recruiting,sendouts recruiting,Human resources software,,
O*NET Database|onet_software_skills|2.E.6.d|SentryOne SQL Sentry,O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|SentryOne SQL Sentry,SentryOne SQL Sentry,sentryone sql sentry,Data base management system software,,
O*NET Database|onet_software_skills|2.E.7.h|seoClarity,O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|seoClarity,seoClarity,seoclarity,Web platform development software,,
O*NET Database|onet_software_skills|2.E.4.b|Serif DrawPlus,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Serif DrawPlus,Serif DrawPlus,serif drawplus,Graphics or photo imaging software,,
O*NET Database|onet_software_skills|2.E.6.f|ServiceNow,O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|ServiceNow,ServiceNow,servicenow,Data base user interface and query software,,
O*NET Database|onet_software_skills|2.E.13.c|Shell script,O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Shell script,Shell script,shell script,Operating system software,,
O*NET Database|onet_software_skills|2.E.7.e|Shiny,O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Shiny,Shiny,shiny,Object or component oriented development software,,
O*NET Database|onet_software_skills|2.E.4.b|Side Effects Software Houdini,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Side Effects Software Houdini,Side Effects Software Houdini,side effects software houdini,Graphics or photo imaging software,,
O*NET Database|onet_software_skills|2.E.4.b|SideFX Houdini,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|SideFX Houdini,SideFX Houdini,sidefx houdini,Graphics or photo imaging software,,
O*NET Database|onet_software_skills|2.E.9.d|Siemens ModelSim,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Siemens ModelSim,Siemens ModelSim,siemens modelsim,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.2.a|Siemens Soarian Financials,O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Siemens Soarian Financials,Siemens Soarian Financials,siemens soarian financials,Accounting software,,
O*NET Database|onet_software_skills|2.E.4.h|Siemens Soarian Scheduling,O*NET Database,31.0,technology,onet_software_skills,2.E.4.h|Siemens Soarian Scheduling,Siemens Soarian Scheduling,siemens soarian scheduling,Calendar and scheduling software,,
O*NET Database|onet_software_skills|2.E.9.d|Siemens UGS Jack,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Siemens UGS Jack,Siemens UGS Jack,siemens ugs jack,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.9.d|Sigmetrix CETOL 6 Sigma,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Sigmetrix CETOL 6 Sigma,Sigmetrix CETOL 6 Sigma,sigmetrix cetol 6 sigma,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.9.d|Signal integrity simulation software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Signal integrity simulation software,Signal integrity simulation software,signal integrity simulation software,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.9.c|SignCAD Systems SignCAD,O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|SignCAD Systems SignCAD,SignCAD Systems SignCAD,signcad systems signcad,Computer aided design CAD software,,
O*NET Database|onet_software_skills|2.E.1.c|Silk Road technology OpenHire,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Silk Road technology OpenHire,Silk Road technology OpenHire,silk road technology openhire,Human resources software,,
O*NET Database|onet_software_skills|2.E.7.e|Simple API for XML SAX,O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Simple API for XML SAX,Simple API for XML SAX,simple api for xml sax,Object or component oriented development software,,
O*NET Database|onet_software_skills|2.E.9.d|Simulation program with integrated circuit emphasis SPICE,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Simulation program with integrated circuit emphasis SPICE,Simulation program with integrated circuit emphasis SPICE,simulation program with integrated circuit emphasis spice,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.14.a|Single sign-on SSO,O*NET Database,31.0,technology,onet_software_skills,2.E.14.a|Single sign-on SSO,Single sign-on SSO,single sign on sso,Authentication server software,,
O*NET Database|onet_software_skills|2.E.6.e|SiSense Prism,O*NET Database,31.0,technology,onet_software_skills,2.E.6.e|SiSense Prism,SiSense Prism,sisense prism,Data base reporting software,,
O*NET Database|onet_software_skills|2.E.5.a|Sitecore CMS,O*NET Database,31.0,technology,onet_software_skills,2.E.5.a|Sitecore CMS,Sitecore CMS,sitecore cms,Content workflow software,,
O*NET Database|onet_software_skills|2.E.4.b|sK1,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|sK1,sK1,sk1,Graphics or photo imaging software,,
O*NET Database|onet_software_skills|2.E.4.b|Skencil,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Skencil,Skencil,skencil,Graphics or photo imaging software,,
O*NET Database|onet_software_skills|2.E.9.d|SKM Systems Analysis Power Tools,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|SKM Systems Analysis Power Tools,SKM Systems Analysis Power Tools,skm systems analysis power tools,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.10.b|Skype,O*NET Database,31.0,technology,onet_software_skills,2.E.10.b|Skype,Skype,skype,Desktop communications software,,
O*NET Database|onet_software_skills|2.E.16.i|Slack,O*NET Database,31.0,technology,onet_software_skills,2.E.16.i|Slack,Slack,slack,Cloud-based data access and sharing software,,
O*NET Database|onet_software_skills|2.E.16.c|Slido interaction software,O*NET Database,31.0,technology,onet_software_skills,2.E.16.c|Slido interaction software,Slido interaction software,slido interaction software,Network conferencing software,,
O*NET Database|onet_software_skills|2.E.7.e|Smalltalk,O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Smalltalk,Smalltalk,smalltalk,Object or component oriented development software,,
O*NET Database|onet_software_skills|2.E.9.j|Smart card management software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.j|Smart card management software,Smart card management software,smart card management software,Point of sale POS software,,
O*NET Database|onet_software_skills|2.E.4.b|SmithMicro Anime Studio,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|SmithMicro Anime Studio,SmithMicro Anime Studio,smithmicro anime studio,Graphics or photo imaging software,,
O*NET Database|onet_software_skills|2.E.4.b|SmithMicro Manga Studio,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|SmithMicro Manga Studio,SmithMicro Manga Studio,smithmicro manga studio,Graphics or photo imaging software,,
O*NET Database|onet_software_skills|2.E.4.b|SmithMicro SoftwarePoser,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|SmithMicro SoftwarePoser,SmithMicro SoftwarePoser,smithmicro softwareposer,Graphics or photo imaging software,,
O*NET Database|onet_software_skills|2.E.7.c|SMSi Twister Data Integrator,O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|SMSi Twister Data Integrator,SMSi Twister Data Integrator,smsi twister data integrator,Enterprise application integration software,,
O*NET Database|onet_software_skills|2.E.4.b|SmugMug Flickr,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|SmugMug Flickr,SmugMug Flickr,smugmug flickr,Graphics or photo imaging software,,
O*NET Database|onet_software_skills|2.E.11.a|Sniffer Investigator,O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Sniffer Investigator,Sniffer Investigator,sniffer investigator,Network monitoring software,,
O*NET Database|onet_software_skills|2.E.11.a|Snort,O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Snort,Snort,snort,Network monitoring software,,
O*NET Database|onet_software_skills|2.E.6.g|Snowflake,O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|Snowflake,Snowflake,snowflake,Data mining software,,
O*NET Database|onet_software_skills|2.E.9.i|SOAPware EMR,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|SOAPware EMR,SOAPware EMR,soapware emr,Medical software,,
O*NET Database|onet_software_skills|2.E.4.g|Social media sites,O*NET Database,31.0,technology,onet_software_skills,2.E.4.g|Social media sites,Social media sites,social media sites,Web page creation and editing software,,
O*NET Database|onet_software_skills|2.E.8.b|Social studies educational software,O*NET Database,31.0,technology,onet_software_skills,2.E.8.b|Social studies educational software,Social studies educational software,social studies educational software,Computer based training software,,
O*NET Database|onet_software_skills|2.E.5.b|SoftMed ChartLocater,O*NET Database,31.0,technology,onet_software_skills,2.E.5.b|SoftMed ChartLocater,SoftMed ChartLocater,softmed chartlocater,Document management software,,
O*NET Database|onet_software_skills|2.E.6.e|SoftMed ChartRelease,O*NET Database,31.0,technology,onet_software_skills,2.E.6.e|SoftMed ChartRelease,SoftMed ChartRelease,softmed chartrelease,Data base reporting software,,
O*NET Database|onet_software_skills|2.E.5.b|SoftMed ChartReserve,O*NET Database,31.0,technology,onet_software_skills,2.E.5.b|SoftMed ChartReserve,SoftMed ChartReserve,softmed chartreserve,Document management software,,
O*NET Database|onet_software_skills|2.E.2.a|Softrax Revenue Management,O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Softrax Revenue Management,Softrax Revenue Management,softrax revenue management,Accounting software,,
O*NET Database|onet_software_skills|2.E.16.i|Software as a service SaaS,O*NET Database,31.0,technology,onet_software_skills,2.E.16.i|Software as a service SaaS,Software as a service SaaS,software as a service saas,Cloud-based data access and sharing software,,
O*NET Database|onet_software_skills|2.E.6.f|Software asset management SAM software,O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Software asset management SAM software,Software asset management SAM software,software asset management sam software,Data base user interface and query software,,
O*NET Database|onet_software_skills|2.E.7.b|Software development tools,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Software development tools,Software development tools,software development tools,Development environment software,,
O*NET Database|onet_software_skills|2.E.11.c|Software distribution management software,O*NET Database,31.0,technology,onet_software_skills,2.E.11.c|Software distribution management software,Software distribution management software,software distribution management software,Administration software,,
O*NET Database|onet_software_skills|2.E.7.a|Software distribution software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.a|Software distribution software,Software distribution software,software distribution software,Configuration management software,,
O*NET Database|onet_software_skills|2.E.7.b|Software libraries,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Software libraries,Software libraries,software libraries,Development environment software,,
O*NET Database|onet_software_skills|2.E.14.e|SolarWinds,O*NET Database,31.0,technology,onet_software_skills,2.E.14.e|SolarWinds,SolarWinds,solarwinds,Cloud-based protection or security software,,
O*NET Database|onet_software_skills|2.E.9.c|solidThinking,O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|solidThinking,solidThinking,solidthinking,Computer aided design CAD software,,
O*NET Database|onet_software_skills|2.E.9.c|SolidWorks COSMOSWorks,O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|SolidWorks COSMOSWorks,SolidWorks COSMOSWorks,solidworks cosmosworks,Computer aided design CAD software,,
O*NET Database|onet_software_skills|2.E.2.d|Solutions Technology & Software HR Premier,O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Solutions Technology & Software HR Premier,Solutions Technology & Software HR Premier,solutions technology and software hr premier,Financial analysis software,,
O*NET Database|onet_software_skills|2.E.7.f|SonarQube,O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|SonarQube,SonarQube,sonarqube,Program testing software,,
O*NET Database|onet_software_skills|2.E.7.f|Source code editor software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Source code editor software,Source code editor software,source code editor software,Program testing software,,
O*NET Database|onet_software_skills|2.E.7.e|spaCy,O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|spaCy,spaCy,spacy,Object or component oriented development software,,
O*NET Database|onet_software_skills|2.E.8.b|Special education educational software,O*NET Database,31.0,technology,onet_software_skills,2.E.8.b|Special education educational software,Special education educational software,special education educational software,Computer based training software,,
O*NET Database|onet_software_skills|2.E.9.c|SpectraQuest,O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|SpectraQuest,SpectraQuest,spectraquest,Computer aided design CAD software,,
O*NET Database|onet_software_skills|2.E.4.h|SpectraSoft AppointmentsCS,O*NET Database,31.0,technology,onet_software_skills,2.E.4.h|SpectraSoft AppointmentsCS,SpectraSoft AppointmentsCS,spectrasoft appointmentscs,Calendar and scheduling software,,
O*NET Database|onet_software_skills|2.E.15.d|Speech recognition software,O*NET Database,31.0,technology,onet_software_skills,2.E.15.d|Speech recognition software,Speech recognition software,speech recognition software,Voice recognition software,,
O*NET Database|onet_software_skills|2.E.11.e|Splunk Enterprise,O*NET Database,31.0,technology,onet_software_skills,2.E.11.e|Splunk Enterprise,Splunk Enterprise,splunk enterprise,Cloud-based management software,,
O*NET Database|onet_software_skills|2.E.17.a|Splunk Enterprise,O*NET Database,31.0,technology,onet_software_skills,2.E.17.a|Splunk Enterprise,Splunk Enterprise,splunk enterprise,Enterprise system management software,,
O*NET Database|onet_software_skills|2.E.4.b|SplutterFish Brazil,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|SplutterFish Brazil,SplutterFish Brazil,splutterfish brazil,Graphics or photo imaging software,,
O*NET Database|onet_software_skills|2.E.10.a|Spring Boot,O*NET Database,31.0,technology,onet_software_skills,2.E.10.a|Spring Boot,Spring Boot,spring boot,Application server software,,
O*NET Database|onet_software_skills|2.E.7.h|Spring Framework,O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Spring Framework,Spring Framework,spring framework,Web platform development software,,
O*NET Database|onet_software_skills|2.E.10.b|Stac Software ReachOut,O*NET Database,31.0,technology,onet_software_skills,2.E.10.b|Stac Software ReachOut,Stac Software ReachOut,stac software reachout,Desktop communications software,,
O*NET Database|onet_software_skills|2.E.14.d|Stack smashing protection SSP software,O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Stack smashing protection SSP software,Stack smashing protection SSP software,stack smashing protection ssp software,Transaction security and virus protection software,,
O*NET Database|onet_software_skills|2.E.1.c|Staffing Solutions Enterprises Staff Matrix,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Staffing Solutions Enterprises Staff Matrix,Staffing Solutions Enterprises Staff Matrix,staffing solutions enterprises staff matrix,Human resources software,,
O*NET Database|onet_software_skills|2.E.1.c|StaffingSoft Staffing Edition,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|StaffingSoft Staffing Edition,StaffingSoft Staffing Edition,staffingsoft staffing edition,Human resources software,,
O*NET Database|onet_software_skills|2.E.2.d|Star Software Fixed Asset Depreciation,O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Star Software Fixed Asset Depreciation,Star Software Fixed Asset Depreciation,star software fixed asset depreciation,Financial analysis software,,
O*NET Database|onet_software_skills|2.E.2.d|Star Software Materiality Calculator,O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Star Software Materiality Calculator,Star Software Materiality Calculator,star software materiality calculator,Financial analysis software,,
O*NET Database|onet_software_skills|2.E.9.i|STAT! Systems QD Clinical,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|STAT! Systems QD Clinical,STAT! Systems QD Clinical,stat systems qd clinical,Medical software,,
O*NET Database|onet_software_skills|2.E.9.d|StataCorp Stata,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|StataCorp Stata,StataCorp Stata,statacorp stata,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.9.i|StatCom Patient Flow Logistics Enterprise Suite,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|StatCom Patient Flow Logistics Enterprise Suite,StatCom Patient Flow Logistics Enterprise Suite,statcom patient flow logistics enterprise suite,Medical software,,
O*NET Database|onet_software_skills|2.E.9.d|Statgraphics,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Statgraphics,Statgraphics,statgraphics,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.7.f|Static analysis software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Static analysis software,Static analysis software,static analysis software,Program testing software,,
O*NET Database|onet_software_skills|2.E.9.d|Statistical energy analysis SEA software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Statistical energy analysis SEA software,Statistical energy analysis SEA software,statistical energy analysis sea software,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.9.d|Statistical software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Statistical software,Statistical software,statistical software,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.9.d|StatPac,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|StatPac,StatPac,statpac,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.12.f|Storage area network SAN software,O*NET Database,31.0,technology,onet_software_skills,2.E.12.f|Storage area network SAN software,Storage area network SAN software,storage area network san software,Storage networking software,,
O*NET Database|onet_software_skills|2.E.15.f|Storage management software,O*NET Database,31.0,technology,onet_software_skills,2.E.15.f|Storage management software,Storage management software,storage management software,Backup or archival software,,
O*NET Database|onet_software_skills|2.E.9.c|Stormwater hydrology software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Stormwater hydrology software,Stormwater hydrology software,stormwater hydrology software,Computer aided design CAD software,,
O*NET Database|onet_software_skills|2.E.9.d|Stratasys FDM MedModeler,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Stratasys FDM MedModeler,Stratasys FDM MedModeler,stratasys fdm medmodeler,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.7.f|Stress testing software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Stress testing software,Stress testing software,stress testing software,Program testing software,,
O*NET Database|onet_software_skills|2.E.7.b|String oriented symbolic language SNOBOL,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|String oriented symbolic language SNOBOL,String oriented symbolic language SNOBOL,string oriented symbolic language snobol,Development environment software,,
O*NET Database|onet_software_skills|2.E.9.d|Structure prediction software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Structure prediction software,Structure prediction software,structure prediction software,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.6.f|Structured query language SQL,O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Structured query language SQL,Structured query language SQL,structured query language sql,Data base user interface and query software,,
O*NET Database|onet_software_skills|2.E.6.d|Structured Query Report SQR,O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Structured Query Report SQR,Structured Query Report SQR,structured query report sqr,Data base management system software,,
O*NET Database|onet_software_skills|2.E.2.a|Summit Software Summit Biofuels Accounting,O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Summit Software Summit Biofuels Accounting,Summit Software Summit Biofuels Accounting,summit software summit biofuels accounting,Accounting software,,
O*NET Database|onet_software_skills|2.E.7.e|Sun Microsystems Java,O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Sun Microsystems Java,Sun Microsystems Java,sun microsystems java,Object or component oriented development software,,
O*NET Database|onet_software_skills|2.E.7.e|Sun Microsystems Java Persistence API,O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Sun Microsystems Java Persistence API,Sun Microsystems Java Persistence API,sun microsystems java persistence api,Object or component oriented development software,,
O*NET Database|onet_software_skills|2.E.6.l|Sun Microsystems Sun ONE,O*NET Database,31.0,technology,onet_software_skills,2.E.6.l|Sun Microsystems Sun ONE,Sun Microsystems Sun ONE,sun microsystems sun one,Transaction server software,,
O*NET Database|onet_software_skills|2.E.4.b|Sunflow Render System,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Sunflow Render System,Sunflow Render System,sunflow render system,Graphics or photo imaging software,,
O*NET Database|onet_software_skills|2.E.9.g|Supervisory control and data acquisition SCADA software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.g|Supervisory control and data acquisition SCADA software,Supervisory control and data acquisition SCADA software,supervisory control and data acquisition scada software,Industrial control software,,
O*NET Database|onet_software_skills|2.E.1.d|Supply chain capacity planning software,O*NET Database,31.0,technology,onet_software_skills,2.E.1.d|Supply chain capacity planning software,Supply chain capacity planning software,supply chain capacity planning software,Materials requirements planning logistics and supply chain software,,
O*NET Database|onet_software_skills|2.E.9.d|Survey software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Survey software,Survey software,survey software,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.7.e|Swift,O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Swift,Swift,swift,Object or component oriented development software,,
O*NET Database|onet_software_skills|2.E.11.a|Symantec Blue Coat Data Loss Prevention,O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Symantec Blue Coat Data Loss Prevention,Symantec Blue Coat Data Loss Prevention,symantec blue coat data loss prevention,Network monitoring software,,
O*NET Database|onet_software_skills|2.E.14.d|Symantec Endpoint Protection,O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Symantec Endpoint Protection,Symantec Endpoint Protection,symantec endpoint protection,Transaction security and virus protection software,,
O*NET Database|onet_software_skills|2.E.10.b|Symantec pcAnywhere,O*NET Database,31.0,technology,onet_software_skills,2.E.10.b|Symantec pcAnywhere,Symantec pcAnywhere,symantec pcanywhere,Desktop communications software,,
O*NET Database|onet_software_skills|2.E.7.b|Symantec Visual Cafe,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Symantec Visual Cafe,Symantec Visual Cafe,symantec visual cafe,Development environment software,,
O*NET Database|onet_software_skills|2.E.12.a|Symark PowerBroker,O*NET Database,31.0,technology,onet_software_skills,2.E.12.a|Symark PowerBroker,Symark PowerBroker,symark powerbroker,Access software,,
O*NET Database|onet_software_skills|2.E.9.i|SynaMed EMR,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|SynaMed EMR,SynaMed EMR,synamed emr,Medical software,,
O*NET Database|onet_software_skills|2.E.10.e|Synapse Adaptive Connect Outloud,O*NET Database,31.0,technology,onet_software_skills,2.E.10.e|Synapse Adaptive Connect Outloud,Synapse Adaptive Connect Outloud,synapse adaptive connect outloud,Internet browser software,,
O*NET Database|onet_software_skills|2.E.2.d|Sync Essentials Trade Accountant,O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Sync Essentials Trade Accountant,Sync Essentials Trade Accountant,sync essentials trade accountant,Financial analysis software,,
O*NET Database|onet_software_skills|2.E.9.d|Synopsys Design Compiler,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Synopsys Design Compiler,Synopsys Design Compiler,synopsys design compiler,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.9.d|Synopsys PrimeTime,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Synopsys PrimeTime,Synopsys PrimeTime,synopsys primetime,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.15.f|System and data disaster recovery software,O*NET Database,31.0,technology,onet_software_skills,2.E.15.f|System and data disaster recovery software,System and data disaster recovery software,system and data disaster recovery software,Backup or archival software,,
O*NET Database|onet_software_skills|2.E.7.f|System testing software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|System testing software,System testing software,system testing software,Program testing software,,
O*NET Database|onet_software_skills|2.E.9.d|Systems analysis programs for hands on integrated reliability evaluation software SAPHIRE,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Systems analysis programs for hands on integrated reliability evaluation software SAPHIRE,Systems analysis programs for hands on integrated reliability evaluation software SAPHIRE,systems analysis programs for hands on integrated reliability evaluation software saphire,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.7.a|Systems and application deployment and migration software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.a|Systems and application deployment and migration software,Systems and application deployment and migration software,systems and application deployment and migration software,Configuration management software,,
O*NET Database|onet_software_skills|2.E.15.f|Systems and data disaster recovery software,O*NET Database,31.0,technology,onet_software_skills,2.E.15.f|Systems and data disaster recovery software,Systems and data disaster recovery software,systems and data disaster recovery software,Backup or archival software,,
O*NET Database|onet_software_skills|2.E.6.m|Tableau,O*NET Database,31.0,technology,onet_software_skills,2.E.6.m|Tableau,Tableau,tableau,Business intelligence and data analysis software,,
O*NET Database|onet_software_skills|2.E.4.a|Tactile graphic production kits software,O*NET Database,31.0,technology,onet_software_skills,2.E.4.a|Tactile graphic production kits software,Tactile graphic production kits software,tactile graphic production kits software,Pattern design software,,
O*NET Database|onet_software_skills|2.E.6.d|Talend Big Data Integration,O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Talend Big Data Integration,Talend Big Data Integration,talend big data integration,Data base management system software,,
O*NET Database|onet_software_skills|2.E.6.i|Talend Data Fabric,O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|Talend Data Fabric,Talend Data Fabric,talend data fabric,Metadata management software,,
O*NET Database|onet_software_skills|2.E.7.c|Talend Open Studio,O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|Talend Open Studio,Talend Open Studio,talend open studio,Enterprise application integration software,,
O*NET Database|onet_software_skills|2.E.6.d|TalendForge,O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|TalendForge,TalendForge,talendforge,Data base management system software,,
O*NET Database|onet_software_skills|2.E.1.c|Talent Technology HireDesk,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Talent Technology HireDesk,Talent Technology HireDesk,talent technology hiredesk,Human resources software,,
O*NET Database|onet_software_skills|2.E.1.c|Talent Technology Resume Mirror,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Talent Technology Resume Mirror,Talent Technology Resume Mirror,talent technology resume mirror,Human resources software,,
O*NET Database|onet_software_skills|2.E.1.c|Talent Technology Talemetry,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Talent Technology Talemetry,Talent Technology Talemetry,talent technology talemetry,Human resources software,,
O*NET Database|onet_software_skills|2.E.1.c|TalentHook,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|TalentHook,TalentHook,talenthook,Human resources software,,
O*NET Database|onet_software_skills|2.E.17.a|Tanium software,O*NET Database,31.0,technology,onet_software_skills,2.E.17.a|Tanium software,Tanium software,tanium software,Enterprise system management software,,
O*NET Database|onet_software_skills|2.E.9.d|Task analysis software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Task analysis software,Task analysis software,task analysis software,Analytical or scientific software,,
