source_key,dataset_source,dataset_version,concept_type,source_domain,external_skill_id,preferred_name,category,description,reason
ESCO|esco_skills|http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e,promote the transfer of knowledge,cross-sector,"Deploy broad awareness of processes of knowledge valorisation aimed to maximise the two–way flow of technology, intellectual property, expertise and capability between the research base and industry or the public sector.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328,propose ICT solutions to business problems,cross-sector,"Suggest how to solve business issues, using ICT means, so that business processes are improved.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/72836f47-cf5c-48e1-a82b-1cf6e4e0f623,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/72836f47-cf5c-48e1-a82b-1cf6e4e0f623,protect employee rights,cross-sector,Assess and handle situations in which the rights set by legislation and corporate policy for employees may be breached and take the appropriate actions in order to protect the employees.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb,protect personal data and privacy,cross-sector,Protect personal data and privacy in digital environments. Understand how to use and share personally identifiable information while being able to protect oneself and others from damages. Understand that digital services use a “Privacy policy” to inform how personal data is used.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/2cc35da7-3fd8-42e8-aa70-87ef8a3b1f3b,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/2cc35da7-3fd8-42e8-aa70-87ef8a3b1f3b,provide assistive technology,occupation-specific,Provide persons with assistive technology to enable them to perform activities more functionally.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/848c6821-5578-4104-9060-f1bf75bb3a80,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/848c6821-5578-4104-9060-f1bf75bb3a80,provide comprehensive care for patients with surgical conditions,sector-specific,Provide comprehensive care of critically ill patients with underlying surgical conditions.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/48b68726-0fd6-4e03-a5eb-82236516ee7a,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/48b68726-0fd6-4e03-a5eb-82236516ee7a,provide cost benefit analysis reports,cross-sector,"Prepare, compile and communicate reports with broken down cost analysis on the proposal and budget plans of the company. Analyse the financial or social costs and benefits of a project or investment in advance over a given period of time.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/3c1ef982-b91a-47f7-9cab-0bb1b0d50283,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/3c1ef982-b91a-47f7-9cab-0bb1b0d50283,provide early intervention therapy to infants,occupation-specific,"Identify infants and toddlers who suffer from developmental delays, or are at risk, and provide early intervention therapy.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/60b2dd49-c677-4f47-816e-aff3b577e113,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/60b2dd49-c677-4f47-816e-aff3b577e113,provide health education,cross-sector,"Provide evidence based strategies to promote healthy living, disease prevention and management.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/d4cc5022-7801-4885-bcff-166552788d35,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/d4cc5022-7801-4885-bcff-166552788d35,provide improvement strategies,cross-sector,Identify root causes of problems and submit proposals for effective and long-term solutions.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/6d6fb354-ae77-4fb0-80d3-e4e52270774a,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/6d6fb354-ae77-4fb0-80d3-e4e52270774a,provide information on the effects of physiotherapy,sector-specific,"Provide information on therapeutic outcomes and any inherent risks to the client making sure he/she understands, acting in accordance with ethical principles and local/national policies where the client does not have the capacity to understand.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/758e8e0c-2406-460f-b33c-36b422e018bb,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/758e8e0c-2406-460f-b33c-36b422e018bb,provide learning support in healthcare,sector-specific,"Provide the necessary support to facilitate learning for clients, carers, students, peers, support workers and other healthcare practitioners by assessing the learner`s development needs and preferences, designing agreed formal and informal outcomes of learning and delivering materials that facilitate learning and development.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/dfb9cec6-3ae3-408a-9d57-c44361bf7aaf,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/dfb9cec6-3ae3-408a-9d57-c44361bf7aaf,provide multimedia content,sector-specific,"Develop multimedia materials such as screen shots, graphics, slide shows, animations and videos to be used as content integrated in a broader informational context.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/6063652e-22c4-472e-bb96-6e5ec1e7c5de,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/6063652e-22c4-472e-bb96-6e5ec1e7c5de,provide nursing advice on healthcare,sector-specific,"Give advice to, instruct and support persons needing nursing care and their attachment figures.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/0bb3792c-0a17-4e48-a8b3-5603bb12a660,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/0bb3792c-0a17-4e48-a8b3-5603bb12a660,provide nursing care in community settings,occupation-specific,"Provide nursing care in community settings such as schools, home settings, assisted living facilities, correctional facilities and hospice, and outside the hospital system.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/b469a01e-2d3c-4143-8af8-687630fb4ee5,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/b469a01e-2d3c-4143-8af8-687630fb4ee5,provide palliative care,sector-specific,"Provide care to improve the quality of life of patients and their caregivers confronting life-threatening illness, preventing and relieving suffering by means of early identification and adequate intervention.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/154c7027-53f6-4e52-96b9-32bdf949c389,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/154c7027-53f6-4e52-96b9-32bdf949c389,provide physiotherapy diagnosis,sector-specific,"Provide a physiotherapy diagnosis/clinical impression of the client`s condition, working with the client to identify impairments, activity and participation limitations resulting from illness, injury and/or ageing, undertaking a holistic approach.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/1023ac61-250f-4eef-b7a9-238cf071685f,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/1023ac61-250f-4eef-b7a9-238cf071685f,provide professional care in nursing,cross-sector,"Provide professional care, adequate to the health and nursing care needs of the individuals, families and groups, taking into account the scientific developments, as well as the quality and safety requirements established in accordance with the legal/professional conduct regulations.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/624d9fff-370d-4001-9481-9c86129fd84f,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/624d9fff-370d-4001-9481-9c86129fd84f,provide self management support,cross-sector,Provide evidence-based information and strategies on self management to the client.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/81b6d428-028b-4bf5-89a2-5e5cb4a8c444,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/81b6d428-028b-4bf5-89a2-5e5cb4a8c444,provide stroke rehabilitation services,sector-specific,"Provide services to patients who have suffered from stroke, helping them relearn skills that are lost when part of the brain is damaged.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/c82f9319-cf46-4257-a8ce-542d0a7fed8f,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/c82f9319-cf46-4257-a8ce-542d0a7fed8f,provide treatment strategies for challenges to human health,sector-specific,Identify possible treatment protocols for the challenges to human health within a given community in cases such as infectious diseases of high consequences at the global level.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b,provide user documentation,cross-sector,"Develop and organise the distribution of structured documents to assist people using a particular product or system, such as written or visual information about an application system and how to use it.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/be40c4c3-a855-4d67-9ca5-6f4428c34b0d,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/be40c4c3-a855-4d67-9ca5-6f4428c34b0d,provide written content,cross-sector,Communicate information in written form via digital or print media according to the needs of the target group. Structure the content according to specifications and standards. Apply grammar and spelling rules.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/979cf728-896f-4f2c-8fa8-2698ca0d4930,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/979cf728-896f-4f2c-8fa8-2698ca0d4930,publish academic research,cross-sector,"Conduct academic research, in universities and research institutions, or on a personal account, publish it in books or academic journals with the aim of contributing to a field of expertise and achieving personal academic accreditation.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/92f54ff7-f6d8-4702-8e0f-2d7d3254a7fd,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/92f54ff7-f6d8-4702-8e0f-2d7d3254a7fd,re-assemble engines,sector-specific,"Re-assemble transport equipment engines after overhaul, inspection, repair, maintenace or cleaning according to blueprints and technical plans.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/b07daddc-8625-4360-946e-ad2b0e56ebf6,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/b07daddc-8625-4360-946e-ad2b0e56ebf6,read engineering drawings,cross-sector,"Read the technical drawings of a product made by the engineer in order to suggest improvements, make models of the product or operate it.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/68b6ef08-d823-489d-a95c-752ae6f6e6a7,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/68b6ef08-d823-489d-a95c-752ae6f6e6a7,read standard blueprints,cross-sector,"Read and comprehend standard blueprints, machine, and process drawings.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/7d0da710-7fb9-4291-abbe-5e359c8339d0,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/7d0da710-7fb9-4291-abbe-5e359c8339d0,record healthcare users' billing information,cross-sector,Record the healthcare user`s information for the billing of provided medical services.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/342af3a1-4fdc-4ddc-898a-bb82a7f62efe,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/342af3a1-4fdc-4ddc-898a-bb82a7f62efe,record healthcare users' progress related to treatment,sector-specific,"Record the healthcare user's progress in response to treatment by observing, listening and measuring outcomes.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/3adb8e1f-ea24-4d8a-ba91-a78bf97ab87e,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/3adb8e1f-ea24-4d8a-ba91-a78bf97ab87e,record treated patient's information,cross-sector,Record information accurately relating to the progress of the patient during therapy sessions.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/496932f1-0b6b-4f73-9432-d95c7ddcd43b,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/496932f1-0b6b-4f73-9432-d95c7ddcd43b,recruit employees,cross-sector,"Hire new employees by scoping the job role, advertising, performing interviews and selecting staff in line with company policy and legislation.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/eb9f8a48-4be4-434b-be9d-293ff5c07f97,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/eb9f8a48-4be4-434b-be9d-293ff5c07f97,refer healthcare users,sector-specific,"Make referrals to other professionals, based on the healthcare user's requirements and needs, especially when recognising that additional healthcare diagnostics or interventions are required.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/ffef5eb3-a15e-47f5-8c2f-490516c16f6f,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/ffef5eb3-a15e-47f5-8c2f-490516c16f6f,remediate healthcare user's occupational performance,sector-specific,"Remediate or restore the cognitive, sensorimotor, or psychosocial components of the healthcare user`s occupational performance.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/8359bd04-d2cb-4757-af1f-39a921df9efe,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/8359bd04-d2cb-4757-af1f-39a921df9efe,remove computer virus or malware from a computer,cross-sector,Carry out actions to remove computer viruses or other types of malware from a computer.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/1bc7c69b-4292-4592-b854-f48165a06082,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/1bc7c69b-4292-4592-b854-f48165a06082,repair engines,cross-sector,"Repair identified problems with internal combustion engines, external combustion engines and electrical motors. Replace and fix faulty parts by using hand and machine tools.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/c544a9f3-5945-4b54-afed-de0697852817,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/c544a9f3-5945-4b54-afed-de0697852817,report analysis results,cross-sector,"Produce research documents or give presentations to report the results of a conducted research and analysis project, indicating the analysis procedures and methods which led to the results, as well as potential interpretations of the results.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/1a4fdd0e-2cbe-4b77-aa6e-e46efc181b76,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/1a4fdd0e-2cbe-4b77-aa6e-e46efc181b76,represent the organisation,cross-sector,"Act as representative of the institution, company or organisation to the outside world.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/74399ae8-d058-44ee-8f79-aa316de010d4,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/74399ae8-d058-44ee-8f79-aa316de010d4,represent union members,sector-specific,Replace and speak for the members in negotiations with management about workplace topics and represent the union at conferences and negotiations.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/72c02483-714c-47de-a3ff-870c5eb634d0,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/72c02483-714c-47de-a3ff-870c5eb634d0,resolve difficult account allocation cases,occupation-specific,"Perform various activities in the account area which require special technical expertise such as registering income from investments, capital levies or dividends and interests from fixed-interest securities.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/07d3074b-f5cd-420a-bdf8-c8d643563ea5,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/07d3074b-f5cd-420a-bdf8-c8d643563ea5,respect publication formats,cross-sector,Submit text material for printing purposes. Always respect the required and expected publication formats.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,respond to changing situations in health care,cross-sector,Cope with pressure and respond appropriately and in time to unexpected and rapidly changing situations in healthcare.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/87cadd76-4e3a-47e5-b66d-559fbc1e8993,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/87cadd76-4e3a-47e5-b66d-559fbc1e8993,respond to enquiries,cross-sector,Respond to enquiries and requests for information from other organisations and members of the public.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/440d5784-52a5-4729-8b04-29f978bd896d,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/440d5784-52a5-4729-8b04-29f978bd896d,respond to incidents in cloud,sector-specific,Troubleshoot issues with the cloud and determine how to restore operations. Design and automate disaster recovery strategies and evaluate a deployment for points of failure.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/c9956564-e281-4c1b-9d62-b412400fb0cb,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/c9956564-e281-4c1b-9d62-b412400fb0cb,respond to requests for logistics services from all over the world,occupation-specific,Respond to requests for logistical services from customers in any country around the world.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/9b9dc550-351e-4dde-ac2b-7bd411e80e23,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/9b9dc550-351e-4dde-ac2b-7bd411e80e23,review distribution management procedures,sector-specific,Develop and review distribution procedures in order to minimise expenditures and maximise customer satisfaction.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/d5e9b47e-580f-41e7-bc6c-e7345566fcb4,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/d5e9b47e-580f-41e7-bc6c-e7345566fcb4,review patient's medical data,sector-specific,"Assess and review relevant medical data of patients such as X-rays, medical history and laboratory reports.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/2a778aeb-f246-4f03-9a96-c60183001037,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/2a778aeb-f246-4f03-9a96-c60183001037,schedule production,cross-sector,"Schedule the production aiming maximum profitability while still maintaining the company KPIs in cost, quality, service and innovation.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/f975091a-e5a5-4472-ac17-11680e53e98f,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/f975091a-e5a5-4472-ac17-11680e53e98f,seek innovation in current practices,cross-sector,"Search for improvements and present innovative solutions, creativity and alternative thinking to develop new technologies, methods or ideas for and answers to work-related problems.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/8e5a3be5-8bbe-470e-8863-1be9539e0647,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/8e5a3be5-8bbe-470e-8863-1be9539e0647,select artwork developed by staff members,sector-specific,"Review and approve designs, artwork, photography, and graphics developed by other staff members.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/c214d86e-fbb8-45c0-87d4-f2cefc954057,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/c214d86e-fbb8-45c0-87d4-f2cefc954057,select sustainable technologies in design,sector-specific,"Produce a holistic design, which includes passive measures that are complemented by active technologies in a sensible way.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/e975b791-b488-4935-be44-06f2f9a443bb,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/e975b791-b488-4935-be44-06f2f9a443bb,set up automotive robot,cross-sector,"Set up and programme an automotive robot working on machine processes and substituting or collaboratively supporting human labour, such as the six-axis automotive robot.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/d9818afc-1dec-4944-8c9c-e3ae8fad176d,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/d9818afc-1dec-4944-8c9c-e3ae8fad176d,set up the controller of a machine,cross-sector,Set up and give commands to a machine by dispatching the appropriate data and input into the (computer) controller corresponding with the desired processed product.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/999f0cf8-0d78-492c-be17-06ee15bce47a,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/999f0cf8-0d78-492c-be17-06ee15bce47a,simulate mechatronic design concepts,sector-specific,Simulate mechatronic design concepts through creating mechanical models and performing tolerance analysis.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/9e06bac6-6b91-48ca-8b7d-c1f48cdecd7c,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/9e06bac6-6b91-48ca-8b7d-c1f48cdecd7c,solve ICT system problems,cross-sector,"Identify potential component malfunctions. Monitor, document and communicate about incidents. Deploy appropriate resources with minimal outage and deploy appropriate diagnostic tools.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/a32e7fb1-af9e-4c09-8ea7-72b7442e9cda,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/a32e7fb1-af9e-4c09-8ea7-72b7442e9cda,solve problems in healthcare,sector-specific,"Carry out actions, by previously identifying and analysing problems, that facilitate seeking the most beneficial solution for the patient, the family and the community, reaching objectives, improving outcomes and keeping the quality of their work.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/2de4572a-4724-4f76-afc2-72a568a264ac,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/2de4572a-4724-4f76-afc2-72a568a264ac,speak different languages,cross-sector,Master foreign languages to be able to communicate in one or more foreign languages.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/611ed16b-99bf-4840-9cab-f55d1d286e0a,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/611ed16b-99bf-4840-9cab-f55d1d286e0a,store digital data and systems,cross-sector,"Use software tools to archive data by copying and backing them up, in order to ensure their integrity and to prevent data loss.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/c8ab7e5b-b786-412f-a519-dfd93517b698,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/c8ab7e5b-b786-412f-a519-dfd93517b698,study media sources,sector-specific,"Study various media sources such as broadcasts, print media, and online media in order to gather inspiration for the development of creative concepts.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/6fe76a8b-4d5f-4cea-b76b-5908463fb014,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/6fe76a8b-4d5f-4cea-b76b-5908463fb014,study website behaviour patterns,cross-sector,"Research, analyse and optimise business results and user experience online through the use of tracking website metric tools.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/ab5c3fac-238f-4006-a122-1114082a2f46,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/ab5c3fac-238f-4006-a122-1114082a2f46,supervise brand management,cross-sector,"Supervise the promotion of a particular brand of goods, by liaising with the appropriate departments.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/9013b46e-5a9b-4929-8918-fcadfdfd37ce,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/9013b46e-5a9b-4929-8918-fcadfdfd37ce,supervise daily information operations,cross-sector,Direct daily operations of different units. Coordinate program/project activities to assure the respect of costs and time.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/e6ec4da7-8c85-4e80-8660-075f36196a45,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/e6ec4da7-8c85-4e80-8660-075f36196a45,supervise medical residents,sector-specific,"Oversee and manage the work of residents within the specific medical unit, providing them with guidance and support.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/a1ce519d-6aeb-4f54-955a-beef7f08f5f0,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/a1ce519d-6aeb-4f54-955a-beef7f08f5f0,supervise physiotherapist assistants,sector-specific,Supervise and provide learning opportunities for physiotherapist assistants.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/d07e7d39-60f9-4ab9-ba03-73f5f8d65cc8,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/d07e7d39-60f9-4ab9-ba03-73f5f8d65cc8,supervise physiotherapy students,cross-sector,"Supervise, educate and provide learning opportunities for physiotherapy students.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/9601b2a8-68e4-4906-9306-a23679b8f0b0,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/9601b2a8-68e4-4906-9306-a23679b8f0b0,supervise staff,cross-sector,"Oversee the selection, training, performance and motivation of staff.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/147170ba-0141-4337-89af-b4513d745afe,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/147170ba-0141-4337-89af-b4513d745afe,support development of annual budget,sector-specific,Support the development of the annual budget by producing base data as defined by the operations budget process.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/f3c5fae0-c0e3-4410-bc09-62bd82d4cecc,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/f3c5fae0-c0e3-4410-bc09-62bd82d4cecc,support employability of people with disabilities,cross-sector,Ensure employment opportunities for people with disabilities by making appropriate adjustments to accommodate within reason in line with national legislation and policies on accessibility. Ensure their full integration into the work environment by promoting a culture of acceptance within the organisation and fighting potential stereotypes and prejudices.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849,synthesise information,cross-sector,"Critically read, interpret, and summarise new and complex information from diverse sources.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/daa52226-7795-48ff-aa3e-ad3189d9aa61,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/daa52226-7795-48ff-aa3e-ad3189d9aa61,tabulate survey results,cross-sector,Collate and organise the answers gathered in interviews or polls in order to be analysed and draw conclusions from them.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/441da17f-5560-43d3-920e-2865931c96d2,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/441da17f-5560-43d3-920e-2865931c96d2,take pictures,sector-specific,"Take photographs of individual people, families and groups, either in a studio setting or on location.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/4cd85845-f31c-4306-994d-e12d45114d83,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/4cd85845-f31c-4306-994d-e12d45114d83,teach in academic or vocational contexts,cross-sector,"Instruct students in the theory and practice of academic or vocational subjects, transferring the content of own and others' research activities.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/4babe92a-68a1-4718-b1ab-640735c2cd53,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/4babe92a-68a1-4718-b1ab-640735c2cd53,test electromechanical systems,sector-specific,"Test electromechanical systems, machines, and components using appropriate equipment. Gather and analyse data. Monitor and evaluate system performance and take action if needed.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/6c65bbce-15ce-447e-9666-0fe928f5588c,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/6c65bbce-15ce-447e-9666-0fe928f5588c,test mechatronic units,sector-specific,Test mechatronic units using appropriate equipment. Gather and analyse data. Monitor and evaluate system performance and take action if needed.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/7957b5f9-1f33-4ff8-84e9-e258b17882c2,ESCO,1.2.1,skill,esco_skills,http://data.europa.eu/esco/skill/7957b5f9-1f33-4ff8-84e9-e258b17882c2,test microelectronics,sector-specific,Test microelectronics using appropriate equipment. Gather and analyse data. Monitor and evaluate system performance and take action if needed.,No approved automatic normalization match.
